0.467702 -1.418794 0.383855 0.221800 -0.047025 1.264978 -0.438627 -0.310865 -0.547768 0.433106 -0.586589 0.101395 -0.603677 0.179234 0.676123 1.043134 1.245896 0.536528 -0.186204 0.970888 0.281068 0.410106 -1.093560 0.767338 1
0.642429 -0.505119 -0.485203 0.627765 -0.805789 -1.837280 -0.109455 -0.453315 0.984967 -0.333028 -2.096036 -0.323410 -0.389831 0.438346 0.374076 0.582607 -0.711733 0.026237 -0.359420 0.024307 0.101823 0.070725 -0.258288 0.232247 1
-0.480111 -0.743908 -0.607007 0.011859 0.258735 -0.661035 -0.970062 -0.766145 0.121054 -1.779982 -0.837602 -0.212043 -0.373096 -0.789599 -0.371381 0.176316 0.348359 -0.123133 -0.586036 0.466449 0.832064 -0.466814 -0.490342 0.315126 1
-0.500574 0.222613 0.244648 0.039700 -0.510752 -2.239184 -0.844134 -0.532237 -1.655627 -1.166221 -1.464948 -1.637228 -0.610165 -0.519797 -0.678092 -0.082005 0.564444 0.104037 -0.374172 -0.212970 -0.963833 -1.106220 -0.518864 -0.639160 1
-0.643015 0.032694 0.678993 -0.431461 -1.212463 -1.485230 -1.100187 -1.089898 -2.028539 -0.657405 -0.793030 -1.862674 0.480217 -0.144641 -0.039748 -0.658347 -0.452249 -0.056670 -0.130359 -0.926683 -0.179602 -0.430537 -0.526422 0.076640 1
1.023394 -0.576901 -0.619048 0.462789 -0.497908 0.957173 1.289861 0.459621 0.269351 0.182920 1.045609 0.133547 1.766083 -0.966170 0.391505 0.204642 -0.390729 -0.366222 0.332746 1.069572 -0.379614 -1.530054 -0.622025 0.472262 1
-1.596745 0.934590 -0.378070 -1.414594 0.587977 0.779477 1.336966 0.144144 -0.606785 -0.909850 -0.448858 0.239373 -0.511679 -2.316601 -0.895596 -2.389777 -0.950411 0.440606 -0.000203 -1.112696 -1.294951 -0.455752 -1.180695 -1.190996 1
-0.799715 -0.182509 -0.732991 -0.384006 0.469704 -0.157200 -0.220575 -0.091574 0.439931 0.454003 2.047022 1.887006 -1.043217 -0.579564 -0.940159 -1.550248 -0.542716 0.990636 0.580807 -0.967495 1.382211 0.602233 2.165722 1.474087 1
-0.543738 -0.520606 0.056913 -1.938943 1.441909 0.188937 0.871136 1.500596 0.213333 -0.105458 -0.129617 0.311571 -1.516375 -0.978034 -2.080625 -3.216709 0.732155 0.665425 0.711015 -0.030810 -0.548821 -1.158644 -0.834346 -1.498901 1
-0.403621 -0.308236 0.531297 0.257675 1.816331 0.916174 0.017598 0.513322 0.660399 0.002551 -0.119566 0.292113 -0.242413 -1.070560 -0.650801 -1.715126 0.084923 2.173684 -0.474393 0.543640 -0.605396 0.631403 -0.229717 0.536840 1
0.042521 -0.040220 -0.207250 0.118496 1.217763 -0.580411 0.209889 0.435860 -1.019592 0.134614 -0.231643 -0.580801 0.050404 -0.133772 -1.514994 0.524617 1.250201 0.573962 1.337422 1.856259 0.438481 0.930218 0.576134 1.194953 1
-0.048321 -0.986323 -0.661224 0.249146 -0.761532 0.122011 0.143284 0.392615 -0.288175 0.608271 -0.700749 0.462621 -0.448324 0.684113 1.180200 1.021325 0.043989 0.732544 -0.010634 0.147506 -0.427402 0.340603 -0.404288 1.375104 1
-1.264441 -0.774954 -0.687152 -0.828460 -0.285619 -2.427815 -1.015571 -1.863806 -0.000658 -0.168998 -0.750558 0.203568 -0.417191 -0.612391 -2.214623 -1.135463 -0.682364 0.857609 -0.497600 -0.282599 0.380496 0.670124 0.745508 -0.162172 1
0.730081 1.265868 1.554013 0.297099 -1.172568 0.348942 0.636365 0.078540 0.179045 -2.113779 -0.023375 -0.453668 1.463884 0.359456 1.799278 0.354375 -0.482555 1.677157 1.782556 1.975328 0.859397 -0.890400 0.814306 1.895949 1
0.082632 -1.072159 0.221386 0.011227 1.349152 0.338900 0.579639 0.409791 -1.068840 -1.027787 -0.926520 -0.126741 -0.580355 0.513405 -0.279142 -0.460591 1.462007 0.226587 0.955815 1.054482 -1.269646 -0.458822 -0.189479 0.021051 1
0.081609 0.204014 -0.062581 -0.637057 -0.515963 -1.158888 -0.551067 -1.609456 -0.790052 -2.247452 -1.646020 -1.647790 -1.407659 -1.600351 0.630935 -0.706462 -1.643061 -0.801759 -0.437037 -0.513754 -1.293059 -1.263549 -0.141624 -1.478539 1
1.182250 -0.908623 -0.066129 -0.496578 0.102711 -0.240332 -0.615481 0.386032 -0.951605 -1.731808 -0.243726 -0.678747 0.744814 0.947389 -0.333244 -1.048447 -0.749142 -0.962391 -1.422023 -1.347482 -0.146091 -1.141833 -0.157368 -0.555086 1
0.465625 0.209688 -0.599526 0.873379 0.035612 -1.350774 2.026763 0.131022 -0.410933 -1.440375 -1.445357 0.421749 0.238075 0.592742 0.350934 0.168214 -0.135500 1.180765 1.442531 0.990670 -0.051962 0.486681 0.537855 0.226681 1
-0.877784 0.564436 -0.360684 -0.257819 0.674196 0.437040 1.006306 0.111745 1.697292 -0.017677 0.220740 1.144762 0.699724 0.787955 0.748026 0.380996 0.631140 1.368466 -0.003600 -0.303008 0.200815 0.344542 1.005748 0.840870 1
-0.417061 -1.979858 -0.801065 0.152294 2.004516 1.403925 1.084870 0.580848 0.949604 1.769829 0.689226 1.318076 -0.176795 1.014996 -0.545469 -0.094460 0.547699 1.288669 -0.771775 -0.097974 0.780283 -0.816620 0.299647 0.674459 1
-1.161919 0.116106 -0.594884 0.073781 1.064001 -1.041741 -1.325162 -0.590691 0.067954 0.845511 1.042452 0.545897 0.192682 0.868690 0.067583 -0.030678 0.495786 0.411832 -0.852038 -0.798274 0.247753 0.682774 1.592488 1.577498 1
1.045758 -0.105955 1.480824 1.784049 0.598608 0.365458 0.352596 0.916703 -1.994931 0.298947 -1.252220 -0.752814 1.516464 -0.236666 1.461901 1.116555 0.648882 1.163674 0.255889 2.003851 -0.415165 0.498006 1.112857 2.266401 1
0.663772 -0.314099 -1.157271 -1.358417 -1.011879 -0.815792 -0.529704 -0.040228 0.674640 -0.448097 -0.281052 -0.616710 -1.615630 -1.848334 -2.067210 -1.186126 -1.643383 -0.583702 -1.287496 -0.786183 -0.036214 -1.435388 0.236975 -0.201537 1
-0.697203 -2.158203 -1.427706 -0.463203 0.021007 0.126770 -1.058846 -0.067503 0.745673 0.634201 0.562832 0.181086 -0.502285 0.232198 -0.288581 -0.511218 0.064022 0.647180 -1.046526 0.542494 1.338320 0.217045 2.069976 1.445900 1
1.808700 -0.520515 0.530636 -0.189591 -0.898257 0.839515 -0.033516 -0.176439 0.444754 0.613261 0.441886 0.228865 -0.646580 -0.166698 -0.722516 -0.307692 1.208574 2.043078 0.245686 0.282979 -0.591891 -0.308091 0.326716 0.269263 1
0.521561 0.592354 0.907866 -0.270397 -0.120700 0.243382 0.487653 -0.267706 -0.594525 0.281263 0.463304 0.773079 0.843576 1.746317 0.730056 0.905495 1.142162 1.624595 1.276539 -0.092681 0.021884 0.891797 1.930855 0.187944 1
0.056818 0.552223 0.866530 -0.377508 0.196700 0.473550 -0.708646 -1.279625 -0.757133 -1.266317 0.399342 -0.255570 -0.382839 0.155930 -0.546365 0.473866 -0.642382 -0.265561 -0.077156 -0.730909 -0.645463 1.201409 0.473066 -0.530194 1
-1.422147 -1.327808 0.739357 -0.827333 -1.159133 -2.132374 -0.326282 -0.560728 -2.315645 -2.207767 -2.355704 -2.557958 1.984250 1.872796 1.191807 0.788669 0.621626 -0.306920 0.076583 -0.235917 -0.330588 -0.835792 -2.074703 -0.017841 1
-0.693732 -0.436515 0.082035 -0.354233 -0.548563 -0.494644 -0.672523 0.363714 -0.688487 -0.732505 0.249324 -0.959514 -1.533828 1.112943 -1.362445 0.468903 -1.497195 0.064550 -0.792904 -0.311897 1.010800 0.438511 0.749856 -0.052753 1
-0.953204 -0.450937 -0.109194 -0.216693 0.213546 -0.973687 -0.483634 -0.629126 -0.918202 -0.459198 -2.298920 -1.000879 1.031543 0.223255 0.324020 0.298078 -0.032963 0.174073 -0.678648 -0.029674 0.363324 0.941010 -0.925696 0.669153 1
-1.215709 -0.775200 -1.309927 -0.818320 0.507760 0.614768 -0.172827 1.307355 -0.899376 -0.579142 -0.748125 0.529141 1.089628 -0.758167 -0.244869 -0.328720 -0.385877 0.616441 -0.527042 0.445020 -1.490832 -1.348184 -1.143461 -1.344807 1
0.061513 0.908847 0.186295 0.284226 -0.102578 -2.057402 -0.421757 -0.805793 -1.101052 -0.014524 -0.220230 -1.314303 -1.596957 -0.433786 0.452908 -0.151077 -0.665588 -0.446103 -1.509385 -0.929058 -0.063278 0.019238 -0.463129 -0.964078 1
1.446623 1.854485 2.668366 0.607076 0.771738 1.104278 0.966844 1.339331 2.758048 1.191183 0.958882 1.493547 -0.027777 1.319875 1.510157 0.864304 1.070476 0.529505 -0.253029 1.042200 2.398854 1.309514 0.851917 1.292483 1
0.507455 -2.290571 -0.933068 -0.551599 -0.529920 -1.080774 0.049449 -1.251127 -1.620836 -1.143833 -1.894996 -1.428334 -0.470516 -1.063192 0.167937 -0.698781 -0.045154 -1.294906 -0.248517 -0.392610 -0.566499 -2.599412 -1.542100 -0.837902 1
-0.972974 -1.490831 0.105722 -0.089536 0.851806 0.046058 -0.325353 0.001471 -0.936436 0.282118 1.119286 -0.531282 1.086099 0.159278 -0.973539 -0.648275 -0.226102 -0.410331 -0.062574 -0.403368 0.587647 1.014463 1.057113 0.943752 1
1.215303 -0.131698 2.429787 0.616310 1.170433 1.532967 1.635536 1.357828 1.536554 3.520514 0.425534 1.766984 0.051622 -1.101968 0.507383 0.626220 1.656193 1.775893 0.880406 1.093517 -0.111173 1.010470 0.671021 1.798609 1
0.056017 -0.572970 -0.229462 -0.731816 0.708577 0.382232 0.557951 0.262211 -1.879675 -0.870972 -0.999677 -0.910624 0.627965 -0.153836 0.856790 0.442015 0.296589 -0.376637 1.199988 0.840766 -1.035083 -1.481973 -1.253503 -0.987900 1
-1.695058 -1.127965 -0.699812 -1.933343 -1.362026 0.059568 -0.931429 -0.977898 1.619309 -0.142009 1.016935 0.992022 0.095354 0.242085 -0.309386 1.432242 -0.852202 999.000 -0.742700 0.080765 1.351745 1.280495 1.377247 0.879495 1
